Identifier,Dictionary1,Dictionary2,Dictionary3,Dictionary4,Dictionary5,Dictionary6,Dictionary7,Dictionary8,Dictionary9
1865010212214,0.554133415222168,0.3002842366695404,0.5065749883651733,0.3635371923446655,0.3604462444782257,0.36907678842544556,0.4005419611930847,0.381256103515625,0.47722354531288147
1865010212218,0.47478562593460083,0.36661359667778015,0.7269123792648315,0.5140641927719116,0.48918694257736206,0.5241876244544983,0.429268479347229,0.4672580063343048,0.5117462873458862
1865010212211,0.6996070146560669,0.2905125021934509,0.6411358714103699,0.4299420714378357,0.4254674017429352,0.4095239043235779,0.41933321952819824,0.30247703194618225,0.5274492502212524
1865010212219,0.3774595260620117,0.46033504605293274,0.39108067750930786,0.37266969680786133,0.3636631369590759,0.41970881819725037,0.48492419719696045,0.4508836269378662,0.45580732822418213
1865010212213,0.18817651271820068,0.12652289867401123,0.16790351271629333,0.1311422884464264,0.29873043298721313,0.06114967539906502,0.27218008041381836,0.21762657165527344,0.014715133234858513
1865010212205,0.2016352117061615,0.1624865084886551,0.11177530884742737,0.14059339463710785,0.27760830521583557,0.037112172693014145,0.24724401533603668,0.22110864520072937,0.08166816085577011
1865010212216,0.4234854578971863,0.3522077798843384,0.7339937686920166,0.504306972026825,0.49187755584716797,0.5123059749603271,0.4885731637477875,0.44464170932769775,0.4600885808467865
1865010212221,0.2630311846733093,0.3884141445159912,0.42651140689849854,0.28878602385520935,0.4457628130912781,0.42654094099998474,0.4314733147621155,0.3981112539768219,0.2261289358139038
1865010212223,0.18487092852592468,0.29824545979499817,0.27121657133102417,0.23317624628543854,0.34500306844711304,0.2035476267337799,0.23871076107025146,0.34650933742523193,0.2408190667629242
1865010212204,0.3895251154899597,0.30388689041137695,0.17665491998195648,0.2437492311000824,0.22285929322242737,0.11463049054145813,0.27200520038604736,0.2164013683795929,0.31703174114227295
1865010212209,0.42857640981674194,0.47056418657302856,0.7133846879005432,0.47019991278648376,0.5033663511276245,0.5850544571876526,0.540821373462677,0.46292418241500854,0.5186232328414917
1865010212220,0.6741760969161987,0.43600475788116455,0.6320343017578125,0.49996092915534973,0.5747972726821899,0.5968968868255615,0.5929307341575623,0.5245397686958313,0.5551646947860718
1865010212208,0.3905780613422394,0.43600475788116455,0.4967844486236572,0.49375855922698975,0.48298344016075134,0.4062809646129608,0.5929307341575623,0.3090817332267761,0.3008611798286438
1865010212202,0.279792845249176,0.3877231180667877,0.21029995381832123,0.2764033079147339,0.35739582777023315,0.2317202091217041,0.3895248472690582,0.33006495237350464,0.3425765037536621
1865010212215,0.6205117702484131,0.36188116669654846,0.6880718469619751,0.48086756467819214,0.5187172889709473,0.5163221955299377,0.44807660579681396,0.4889528155326843,0.49180060625076294
1865010212201,0.3756585419178009,0.39969366788864136,0.46251922845840454,0.3928977847099304,0.4898432195186615,0.5627924203872681,0.4164133667945862,0.5452511310577393,0.46980151534080505
1865010212212,0.3905780613422394,0.43600475788116455,0.5281877517700195,0.49375855922698975,0.48298344016075134,0.4062809646129608,0.5929307341575623,0.40619826316833496,0.32272905111312866
1865010212224,0.41154780983924866,0.43208903074264526,0.7381157875061035,0.563046932220459,0.5646196603775024,0.5571065545082092,0.6135399341583252,0.4869442880153656,0.48734885454177856
1865010212227,0.354898601770401,0.4312642812728882,0.40749406814575195,0.39348530769348145,0.40619534254074097,0.41284340620040894,0.46183356642723083,0.33773887157440186,0.390491783618927
1865010212210,0.43763744831085205,0.49218595027923584,0.680781364440918,0.48834720253944397,0.511987566947937,0.49624550342559814,0.5049579739570618,0.5450745820999146,0.5256953239440918
1865010212226,0.43946078419685364,0.5433231592178345,0.7524351477622986,0.504306972026825,0.49187755584716797,0.5123059749603271,0.5754427909851074,0.42382436990737915,0.4931355118751526
1865010212217,0.4843805432319641,0.38019028306007385,0.6966791152954102,0.4338482618331909,0.5322210788726807,0.49236780405044556,0.5174254179000854,0.35027721524238586,0.48652541637420654
1865010212207,0.44789209961891174,0.5051243305206299,0.7178081274032593,0.5166621208190918,0.5567253828048706,0.5435451865196228,0.46171313524246216,0.4556541442871094,0.5188174247741699
1865010212225,0.41379374265670776,0.3259369730949402,0.5020609498023987,0.31156739592552185,0.37188300490379333,0.29479455947875977,0.37667563557624817,0.2757182717323303,0.3780352771282196
1865010212228,0.506381094455719,0.4190801680088043,0.36725616455078125,0.3546743094921112,0.5217254161834717,0.45923736691474915,0.43603020906448364,0.5642350912094116,0.4749009907245636
1865010212206,0.5882457494735718,0.30128371715545654,0.2664961516857147,0.24376386404037476,0.30074042081832886,0.1544647514820099,0.325225293636322,0.2801041007041931,0.4117671847343445
1865010212222,0.3090437948703766,0.3519740402698517,0.3569716215133667,0.4060726463794708,0.36905404925346375,0.34545809030532837,0.5811082720756531,0.2732747197151184,0.23884057998657227
1865010212203,0.24019549787044525,0.37459635734558105,0.4605412185192108,0.358573853969574,0.4211774170398712,0.4166545867919922,0.4227047562599182,0.4347035884857178,0.23805144429206848
1865010207201,0.6572437882423401,0.21174225211143494,0.11679346859455109,0.13517484068870544,0.32310059666633606,0.05160442739725113,0.306144118309021,0.17267078161239624,0.38173824548721313
1865010307201,0.6572437882423401,0.21174225211143494,0.11679346859455109,0.13517484068870544,0.32310059666633606,0.05160442739725113,0.306144118309021,0.17267078161239624,0.38173824548721313
1865010407202,0.6572437882423401,0.15902580320835114,0.08894485235214233,0.11652930080890656,0.27127599716186523,0.027671758085489273,0.2834426164627075,0.15727995336055756,0.38173824548721313
1865010407201,0.6572437882423401,0.21174225211143494,0.11679346859455109,0.13517484068870544,0.32310059666633606,0.05160442739725113,0.306144118309021,0.17267078161239624,0.38173824548721313
1865010607201,0.6572437882423401,0.21174225211143494,0.11679346859455109,0.13517484068870544,0.32310059666633606,0.05160442739725113,0.306144118309021,0.17267078161239624,0.38173824548721313
1865010607202,0.6572437882423401,0.15902580320835114,0.08894485235214233,0.11652930080890656,0.27127599716186523,0.027671758085489273,0.2834426164627075,0.15727995336055756,0.38173824548721313
1865010707202,0.6572437882423401,0.15902580320835114,0.08894485235214233,0.11652930080890656,0.27127599716186523,0.027671758085489273,0.2834426164627075,0.15727995336055756,0.38173824548721313
1865010707201,0.6572437882423401,0.21174225211143494,0.11679346859455109,0.13517484068870544,0.32310059666633606,0.05160442739725113,0.306144118309021,0.17267078161239624,0.38173824548721313
1865010907202,0.6572437882423401,0.15902580320835114,0.08894485235214233,0.11652930080890656,0.27127599716186523,0.027671758085489273,0.2834426164627075,0.15727995336055756,0.38173824548721313
1865010907201,0.6572437882423401,0.21174225211143494,0.11679346859455109,0.13517484068870544,0.32310059666633606,0.05160442739725113,0.306144118309021,0.17267078161239624,0.38173824548721313
1865010909201,0.45777642726898193,0.4519115090370178,0.7117159366607666,0.5465933084487915,0.5813114643096924,0.563141942024231,0.6413733959197998,0.4646526277065277,0.5034476518630981
1865011107201,0.6572437882423401,0.15902580320835114,0.08894485235214233,0.11652930080890656,0.27127599716186523,0.027671758085489273,0.2834426164627075,0.15727995336055756,0.38173824548721313
1865011607201,0.5533849000930786,0.5243780612945557,0.7108463048934937,0.5308200120925903,0.6656405925750732,0.5435451865196228,0.5217661261558533,0.5305114984512329,0.4777676463127136
1865030418201,0.6940346360206604,0.6277258396148682,0.6974419355392456,0.5138674974441528,0.5164107084274292,0.5997202396392822,0.6458923816680908,0.5979819893836975,0.7675543427467346
1865040318202,0.587124228477478,0.5772832632064819,0.7203096151351929,0.5961741805076599,0.573049783706665,0.7373360991477966,0.6266955137252808,0.7189127206802368,0.6772368550300598
1865040318206,0.534899890422821,0.4086376130580902,0.38222256302833557,0.36303240060806274,0.42317724227905273,0.4187185764312744,0.4971050024032593,0.555160641670227,0.3280982971191406
1865040318203,0.3812193274497986,0.42360180616378784,0.6240510940551758,0.5122605562210083,0.59348464012146,0.5369031429290771,0.6226646900177002,0.38709014654159546,0.41689634323120117
1865040318205,0.5713581442832947,0.5453932285308838,0.6608394980430603,0.4547039866447449,0.530752956867218,0.4486444890499115,0.666636049747467,0.5622117519378662,0.6646308898925781
1865040318201,0.3765680491924286,0.3478774428367615,0.6056699156761169,0.4838404655456543,0.4898432195186615,0.5627924203872681,0.6299132704734802,0.5452511310577393,0.46980151534080505
1865040318204,0.4296225905418396,0.45778167247772217,0.6940841674804688,0.4986864924430847,0.5046363472938538,0.5127780437469482,0.6410709619522095,0.4720805287361145,0.58198481798172
1865040418201,0.4836074709892273,0.473082035779953,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5458588004112244,0.5811363458633423,0.4958016574382782,0.5884950160980225
1865040518201,0.5713581442832947,0.5453932285308838,0.6608394980430603,0.4547039866447449,0.530752956867218,0.4486444890499115,0.666636049747467,0.5622117519378662,0.6646308898925781
1865040618205,0.4296225905418396,0.45778167247772217,0.6940841674804688,0.4986864924430847,0.5046363472938538,0.5127780437469482,0.6410709619522095,0.4720805287361145,0.58198481798172
1865040618204,0.3812193274497986,0.42360180616378784,0.6240510940551758,0.5122605562210083,0.59348464012146,0.5369031429290771,0.6226646900177002,0.38709014654159546,0.41689634323120117
1865040618202,0.587124228477478,0.5772832632064819,0.7203096151351929,0.5961741805076599,0.573049783706665,0.7373360991477966,0.6266955137252808,0.7189127206802368,0.6772368550300598
1865040618206,0.5713581442832947,0.5453932285308838,0.6608394980430603,0.4547039866447449,0.530752956867218,0.4486444890499115,0.666636049747467,0.5622117519378662,0.6646308898925781
1865040618201,0.5354695320129395,0.4500500559806824,0.661329448223114,0.5103118419647217,0.5319069623947144,0.5627924203872681,0.6097587943077087,0.5452511310577393,0.46980151534080505
1865040618203,0.4836074709892273,0.473082035779953,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5458588004112244,0.5811363458633423,0.4958016574382782,0.5884950160980225
1865040718206,0.5713581442832947,0.5453932285308838,0.6608394980430603,0.4547039866447449,0.530752956867218,0.4486444890499115,0.666636049747467,0.5622117519378662,0.6646308898925781
1865040718203,0.4836074709892273,0.473082035779953,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5458588004112244,0.5811363458633423,0.4958016574382782,0.5884950160980225
1865040718201,0.3765680491924286,0.3478774428367615,0.6056699156761169,0.4838404655456543,0.4898432195186615,0.5627924203872681,0.6299132704734802,0.5452511310577393,0.46980151534080505
1865040718205,0.4296225905418396,0.45778167247772217,0.6940841674804688,0.4986864924430847,0.5046363472938538,0.5127780437469482,0.6410709619522095,0.4720805287361145,0.58198481798172
1865040718202,0.587124228477478,0.5772832632064819,0.7203096151351929,0.5961741805076599,0.573049783706665,0.7373360991477966,0.6266955137252808,0.7189127206802368,0.6772368550300598
1865040718204,0.3812193274497986,0.42360180616378784,0.6240510940551758,0.5122605562210083,0.59348464012146,0.5369031429290771,0.6226646900177002,0.38709014654159546,0.41689634323120117
1865040.10201,0.6843964457511902,0.6583649516105652,0.4273156523704529,0.48295408487319946,0.44749510288238525,0.4865906536579132,0.6180105209350586,0.5271339416503906,0.8265587091445923
1865050118202,0.4836074709892273,0.473082035779953,0.7203096151351929,0.5156602263450623,0.5294255018234253,0.5891104340553284,0.5811363458633423,0.4958016574382782,0.5884950160980225
1865050118201,0.5354695320129395,0.4500500559806824,0.661329448223114,0.5103118419647217,0.5319069623947144,0.5627924203872681,0.6097587943077087,0.5452511310577393,0.46980151534080505
1865061312201,0.6773282289505005,0.6102055311203003,0.6907892227172852,0.7142335772514343,0.6123344302177429,0.6740409731864929,0.7094662189483643,0.6198215484619141,0.6752932667732239
1865062018201,0.49009326100349426,0.47196072340011597,0.6893095374107361,0.5136977434158325,0.5468902587890625,0.5460247993469238,0.5993857979774475,0.40934962034225464,0.6650711894035339
1865062018202,0.5468003749847412,0.43049174547195435,0.7203096151351929,0.5136977434158325,0.5468902587890625,0.5460247993469238,0.5813093781471252,0.43838393688201904,0.5840499401092529
1865062018204,0.5145007371902466,0.43049174547195435,0.6966791152954102,0.5136977434158325,0.5468902587890625,0.5460247993469238,0.5993857979774475,0.42521318793296814,0.5459015369415283
1865062018203,0.4508976936340332,0.5051243305206299,0.7203096151351929,0.5246681571006775,0.533684253692627,0.5109151601791382,0.6541474461555481,0.4261917769908905,0.5188174247741699
1865062018205,0.4296225905418396,0.41703927516937256,0.7203096151351929,0.5103439092636108,0.5153456926345825,0.5671662092208862,0.6410709619522095,0.43838393688201904,0.45570024847984314
1865071018210,0.4745346009731293,0.37531808018684387,0.7108463048934937,0.5166621208190918,0.5567253828048706,0.5435451865196228,0.5715504884719849,0.4556541442871094,0.49807894229888916
1865071018206,0.5713581442832947,0.5453932285308838,0.6608394980430603,0.4547039866447449,0.530752956867218,0.4486444890499115,0.666636049747467,0.5622117519378662,0.6646308898925781
1865071018207,0.4296225905418396,0.41703927516937256,0.7203096151351929,0.4986864924430847,0.5579205751419067,0.5127780437469482,0.6410709619522095,0.43838393688201904,0.5000484585762024
1865071018202,0.4836074709892273,0.473082035779953,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5458588004112244,0.5811363458633423,0.4958016574382782,0.5884950160980225
1865071018208,0.41154780983924866,0.4653109610080719,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5206611156463623,0.5999741554260254,0.4869442880153656,0.48734885454177856
1865071018203,0.4508976936340332,0.5051243305206299,0.7203096151351929,0.5246681571006775,0.533684253692627,0.5109151601791382,0.6541474461555481,0.4261917769908905,0.5188174247741699
1865071018204,0.49724334478378296,0.42923492193222046,0.7203096151351929,0.534278392791748,0.5113233923912048,0.5411990880966187,0.5905656814575195,0.43838393688201904,0.7133046388626099
1865071018205,0.3812193274497986,0.42360180616378784,0.6240510940551758,0.5122605562210083,0.59348464012146,0.5369031429290771,0.6226646900177002,0.38709014654159546,0.41689634323120117
1865071018209,0.5145007371902466,0.43049174547195435,0.7203096151351929,0.5136977434158325,0.5468902587890625,0.5460247993469238,0.5993857979774475,0.40934962034225464,0.46032893657684326
1865071018201,0.5320402383804321,0.4669860005378723,0.7108463048934937,0.5166621208190918,0.5567253828048706,0.5458588004112244,0.5993857979774475,0.4556541442871094,0.5318571329116821
1865071220201,0.41316133737564087,0.39680567383766174,0.671634316444397,0.4910063147544861,0.5038103461265564,0.568001389503479,0.5961920022964478,0.40188711881637573,0.4282069206237793
1865082618202,0.5200204849243164,0.4962446093559265,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5899136066436768,0.6062486171722412,0.5042344927787781,0.5970114469528198
1865082618201,0.5354695320129395,0.4500500559806824,0.661329448223114,0.5103118419647217,0.5319069623947144,0.5757988691329956,0.6097587943077087,0.5452511310577393,0.46980151534080505
1865090118202,0.5200204849243164,0.4962446093559265,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.5899136066436768,0.6062486171722412,0.5042344927787781,0.5970114469528198
1865090118201,0.5354695320129395,0.4500500559806824,0.661329448223114,0.5103118419647217,0.5319069623947144,0.5757988691329956,0.6097587943077087,0.5452511310577393,0.46980151534080505
1865101906201,0.5043386220932007,0.5247611403465271,0.7054837942123413,0.4770091772079468,0.5161679983139038,0.615662157535553,0.6165399551391602,0.6760529279708862,0.6259019374847412
1865102018206,0.5713581442832947,0.5453932285308838,0.6608394980430603,0.4547039866447449,0.5628480911254883,0.4486444890499115,0.666636049747467,0.5622117519378662,0.6646308898925781
1865102018201,0.4155261218547821,0.3478774428367615,0.7133846879005432,0.4838404655456543,0.5033663511276245,0.5627924203872681,0.6299132704734802,0.5452511310577393,0.49242037534713745
1865102018202,0.5145007371902466,0.4673823416233063,0.7203096151351929,0.5166621208190918,0.5567253828048706,0.5458588004112244,0.5993857979774475,0.46778684854507446,0.5943698287010193
1865102018205,0.3812193274497986,0.42360180616378784,0.6240510940551758,0.5122605562210083,0.59348464012146,0.5369031429290771,0.6226646900177002,0.38709014654159546,0.41689634323120117
1865102018204,0.5200204849243164,0.4962446093559265,0.7319719791412354,0.5239992737770081,0.5148372650146484,0.6124615669250488,0.6062486171722412,0.5042344927787781,0.5970114469528198
1865102018203,0.587124228477478,0.5772832632064819,0.7203096151351929,0.5961741805076599,0.573049783706665,0.7373360991477966,0.6266955137252808,0.7189127206802368,0.6772368550300598
1865102816201,0.5671067237854004,0.6651276350021362,0.633314847946167,0.6731020212173462,0.5690944790840149,0.67314612865448,0.7517886161804199,0.5792315006256104,0.6641199588775635
1865111620201,0.4173697233200073,0.42208078503608704,0.7203096151351929,0.4922877550125122,0.495869517326355,0.5962331295013428,0.5420872569084167,0.4034418761730194,0.45570024847984314
1865111718201,0.4841321110725403,0.40780946612358093,0.5960402488708496,0.46193575859069824,0.40260836482048035,0.41798311471939087,0.4488197863101959,0.38540172576904297,0.48110431432724
1865111718202,0.4425644278526306,0.49561259150505066,0.34786826372146606,0.38440608978271484,0.28888899087905884,0.41303813457489014,0.5423290729522705,0.4827590584754944,0.524914026260376
1865111718203,0.29824474453926086,0.3187651038169861,0.6096547245979309,0.40503647923469543,0.42178231477737427,0.37473851442337036,0.4318135380744934,0.37209492921829224,0.3903990387916565
1865111718204,0.4313013553619385,0.4550948441028595,0.7339937686920166,0.504306972026825,0.5161986947059631,0.5123059749603271,0.5280704498291016,0.45282214879989624,0.4600885808467865
1865120606201,0.6213297843933105,0.3800433874130249,0.7050557136535645,0.5129059553146362,0.4971204102039337,0.5458588004112244,0.41803979873657227,0.4453359842300415,0.5318571329116821
1865120916201,0.24979233741760254,0.393878698348999,0.20767192542552948,0.2167683243751526,0.30338066816329956,0.20266079902648926,0.3019871711730957,0.37709492444992065,0.2727779448032379
1865120906201,0.6213297843933105,0.3800433874130249,0.7050557136535645,0.5129059553146362,0.4971204102039337,0.5458588004112244,0.41803979873657227,0.4453359842300415,0.5318571329116821
